image,expected_text,predicted_v1,predicted_v2,detected,score,v1_exact_match,v2_exact_match,v1_char_accuracy,v2_char_accuracy,better_model,bbox,output_image
032662835249-90_88-174&462_508&565-495&560_184&567_182&461_493&454-0_0_33_30_27_31_30-133-226.jpg,皖A96376,皖A96376,皖A96376,True,0.8527,True,True,1.0,1.0,same,"[165, 456, 503, 566]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\032662835249-90_88-174&462_508&565-495&560_184&567_182&461_493&454-0_0_33_30_27_31_30-133-226.jpg
0326867816092-94_86-266&484_559&605-558&605_268&564_261&473_551&514-0_0_33_32_9_27_25-130-59.jpg,皖A98K31,皖A98K31,皖A98K31,True,0.8563,True,True,1.0,1.0,same,"[256, 476, 566, 608]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0326867816092-94_86-266&484_559&605-558&605_268&564_261&473_551&514-0_0_33_32_9_27_25-130-59.jpg
0326939655172-90_92-268&302_630&421-642&411_267&426_262&309_637&294-0_0_17_10_28_24_29-138-37.jpg,皖ATL405,皖ATL405,皖ATL405,True,0.8618,True,True,1.0,1.0,same,"[244, 293, 649, 430]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0326939655172-90_92-268&302_630&421-642&411_267&426_262&309_637&294-0_0_17_10_28_24_29-138-37.jpg
0327083333333-91_85-181&519_519&610-524&635_185&623_184&511_523&523-0_0_32_10_32_26_32-164-74.jpg,皖A8L828,皖A8L828,皖A8L828,True,0.8587,True,True,1.0,1.0,same,"[169, 511, 537, 637]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0327083333333-91_85-181&519_519&610-524&635_185&623_184&511_523&523-0_0_32_10_32_26_32-164-74.jpg
0327143199234-91_86-140&464_471&566-470&568_154&567_157&460_473&461-0_0_1_32_15_33_33-172-40.jpg,皖AB8R99,皖AB8R99,皖AB8R99,True,0.8505,True,True,1.0,1.0,same,"[134, 464, 479, 570]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0327143199234-91_86-140&464_471&566-470&568_154&567_157&460_473&461-0_0_1_32_15_33_33-172-40.jpg
0327514367816-85_91-196&606_486&723-490&686_204&716_199&628_485&598-0_0_28_25_8_33_32-112-97.jpg,皖A41J98,皖A41J98,皖A41J98,True,0.8515,True,True,1.0,1.0,same,"[181, 597, 504, 723]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0327514367816-85_91-196&606_486&723-490&686_204&716_199&628_485&598-0_0_28_25_8_33_32-112-97.jpg
0327945402298-102_74-343&303_623&423-620&438_343&371_352&288_629&355-0_0_32_25_31_25_33-105-56.jpg,皖A81719,皖A81719,皖A81719,True,0.8409,True,True,1.0,1.0,same,"[337, 294, 632, 428]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0327945402298-102_74-343&303_623&423-620&438_343&371_352&288_629&355-0_0_32_25_31_25_33-105-56.jpg
032804118774-88_92-244&488_523&589-519&569_253&585_262&491_528&475-0_0_23_28_25_30_10-151-39.jpg,皖AZ416L,皖AZ416L,皖AZ416L,True,0.8471,True,True,1.0,1.0,same,"[236, 480, 533, 590]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\032804118774-88_92-244&488_523&589-519&569_253&585_262&491_528&475-0_0_23_28_25_30_10-151-39.jpg
0328125-95_86-215&462_483&580-481&585_211&551_214&443_484&477-0_0_6_31_24_26_27-99-54.jpg,皖AG7023,皖AG7023,皖AG7023,True,0.8685,True,True,1.0,1.0,same,"[200, 449, 496, 587]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0328125-95_86-215&462_483&580-481&585_211&551_214&443_484&477-0_0_6_31_24_26_27-99-54.jpg
0328220785441-91_85-164&506_537&616-562&615_173&613_156&508_545&510-0_0_1_30_29_30_18-155-163.jpg,皖AB656U,皖AB656U,皖AB656U,True,0.851,True,True,1.0,1.0,same,"[143, 503, 566, 619]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0328220785441-91_85-164&506_537&616-562&615_173&613_156&508_545&510-0_0_1_30_29_30_18-155-163.jpg
0328472222222-90_89-115&355_447&464-452&463_120&458_118&357_450&362-0_0_26_25_33_29_25-129-82.jpg,皖A21951,皖A21951,皖A21951,True,0.8456,True,True,1.0,1.0,same,"[100, 355, 461, 467]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0328472222222-90_89-115&355_447&464-452&463_120&458_118&357_450&362-0_0_26_25_33_29_25-129-82.jpg
0328544061303-88_90-179&453_483&568-482&552_184&570_182&464_480&446-0_0_21_27_30_29_2-94-18.jpg,皖AX365C,皖AX365C,皖AX365C,True,0.8604,True,True,1.0,1.0,same,"[161, 451, 488, 572]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0328544061303-88_90-179&453_483&568-482&552_184&570_182&464_480&446-0_0_21_27_30_29_2-94-18.jpg
0328663793103-90_90-310&437_626&559-622&535_320&549_321&451_623&437-0_0_27_25_33_21_26-84-80.jpg,皖A319X2,皖A319X2,皖A319X2,True,0.8427,True,True,1.0,1.0,same,"[297, 437, 638, 558]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0328663793103-90_90-310&437_626&559-622&535_320&549_321&451_623&437-0_0_27_25_33_21_26-84-80.jpg
0328735632184-90_83-174&483_509&601-513&600_179&588_158&482_492&494-0_4_17_15_25_26_32-84-63.jpg,皖ETR128,皖ETR128,皖ETR128,True,0.8489,True,True,1.0,1.0,same,"[152, 482, 519, 606]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0328735632184-90_83-174&483_509&601-513&600_179&588_158&482_492&494-0_4_17_15_25_26_32-84-63.jpg
0328735632184-90_89-188&489_520&582-519&589_197&584_199&478_521&483-0_0_19_30_30_32_12-77-79.jpg,皖AV668N,皖AV668N,皖AV668N,True,0.8575,True,True,1.0,1.0,same,"[179, 476, 531, 590]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0328735632184-90_89-188&489_520&582-519&589_197&584_199&478_521&483-0_0_19_30_30_32_12-77-79.jpg
0328951149426-103_63-229&476_501&614-497&633_225&558_213&470_485&545-0_4_9_10_26_25_30-79-16.jpg,皖EKL216,皖EKL216,皖EKL216,True,0.861,True,True,1.0,1.0,same,"[206, 466, 509, 633]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0328951149426-103_63-229&476_501&614-497&633_225&558_213&470_485&545-0_4_9_10_26_25_30-79-16.jpg
0329274425288-90_88-94&428_414&533-413&537_105&529_109&421_417&429-0_0_23_31_28_30_20-99-175.jpg,皖AZ746W,皖AZ746W,皖AZ746W,True,0.8501,True,True,1.0,1.0,same,"[82, 422, 423, 539]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0329274425288-90_88-94&428_414&533-413&537_105&529_109&421_417&429-0_0_23_31_28_30_20-99-175.jpg
0329501915709-91_87-177&495_510&588-505&600_176&592_171&491_500&499-0_0_26_26_31_9_31-65-36.jpg,皖A227K7,皖A227K7,皖A227K7,True,0.8403,True,True,1.0,1.0,same,"[149, 487, 519, 607]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0329501915709-91_87-177&495_510&588-505&600_176&592_171&491_500&499-0_0_26_26_31_9_31-65-36.jpg
032966954023-92_87-167&489_561&588-569&590_178&581_152&479_543&488-0_0_29_27_0_25_26-134-181.jpg,皖A53A12,皖A53A12,皖A53A12,True,0.8524,True,True,1.0,1.0,same,"[147, 477, 578, 590]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\032966954023-92_87-167&489_561&588-569&590_178&581_152&479_543&488-0_0_29_27_0_25_26-134-181.jpg
032971743295-94_80-291&473_585&594-593&594_298&561_296&466_591&499-0_0_4_4_29_27_32-89-36.jpg,皖AEE538,皖AEE538,皖AEE538,True,0.8483,True,True,1.0,1.0,same,"[282, 472, 603, 596]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\032971743295-94_80-291&473_585&594-593&594_298&561_296&466_591&499-0_0_4_4_29_27_32-89-36.jpg
0329789272031-89_90-174&451_500&566-506&558_168&576_172&460_510&442-0_0_0_11_24_30_30-131-72.jpg,皖AAM066,皖AAM066,皖AAM066,True,0.856,True,True,1.0,1.0,same,"[152, 447, 515, 562]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0329789272031-89_90-174&451_500&566-506&558_168&576_172&460_510&442-0_0_0_11_24_30_30-131-72.jpg
0330136494253-90_88-169&340_490&451-499&436_179&449_175&339_495&326-0_0_24_32_33_11_24-138-60.jpg,皖A089M0,皖A089M0,皖A089M0,True,0.8622,True,True,1.0,1.0,same,"[156, 330, 510, 450]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0330136494253-90_88-169&340_490&451-499&436_179&449_175&339_495&326-0_0_24_32_33_11_24-138-60.jpg
0330459770115-85_99-191&442_495&567-496&537_181&566_192&471_507&442-0_0_28_10_29_27_24-79-26.jpg,皖A4L530,皖A4L530,皖A4L530,True,0.8581,True,True,1.0,1.0,same,"[156, 441, 515, 570]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0330459770115-85_99-191&442_495&567-496&537_181&566_192&471_507&442-0_0_28_10_29_27_24-79-26.jpg
0330531609195-92_76-234&486_564&598-578&615_241&581_225&474_562&508-0_0_13_30_29_30_1-143-132.jpg,皖AP656B,皖AP656B,皖AP656B,True,0.847,True,True,1.0,1.0,same,"[219, 480, 582, 601]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0330531609195-92_76-234&486_564&598-578&615_241&581_225&474_562&508-0_0_13_30_29_30_1-143-132.jpg
0330842911878-92_90-121&525_450&616-445&631_136&615_143&521_452&537-0_0_22_13_27_25_24-42-22.jpg,皖AYP310,皖AYP310,皖AYP310,True,0.8392,True,True,1.0,1.0,same,"[116, 516, 462, 639]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0330842911878-92_90-121&525_450&616-445&631_136&615_143&521_452&537-0_0_22_13_27_25_24-42-22.jpg
0330890804598-94_73-231&529_553&624-536&637_237&616_223&522_522&543-0_0_13_27_27_27_25-121-70.jpg,皖AP3331,皖AP3331,皖AP3331,True,0.8487,True,True,1.0,1.0,same,"[215, 522, 542, 640]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0330890804598-94_73-231&529_553&624-536&637_237&616_223&522_522&543-0_0_13_27_27_27_25-121-70.jpg
0331034482759-95_78-180&532_488&632-509&650_202&617_168&521_475&554-0_0_22_23_32_28_25-62-41.jpg,皖AYZ841,皖AYZ841,皖AYZ841,True,0.8547,True,True,1.0,1.0,same,"[168, 520, 513, 653]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0331034482759-95_78-180&532_488&632-509&650_202&617_168&521_475&554-0_0_22_23_32_28_25-62-41.jpg
0331034482759-96_71-193&498_512&615-518&617_213&577_190&492_495&532-0_6_16_29_26_24_10-91-26.jpg,皖GS520L,皖GS520L,皖GS520L,True,0.8387,True,True,1.0,1.0,same,"[184, 493, 521, 614]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0331034482759-96_71-193&498_512&615-518&617_213&577_190&492_495&532-0_6_16_29_26_24_10-91-26.jpg
0331561302682-89_88-149&483_491&599-502&610_128&607_131&484_505&487-0_0_6_10_31_27_31-158-60.jpg,皖AGL737,皖AGL737,皖AGL737,True,0.8464,True,True,1.0,1.0,same,"[113, 485, 514, 602]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0331561302682-89_88-149&483_491&599-502&610_128&607_131&484_505&487-0_0_6_10_31_27_31-158-60.jpg
0331561302682-90_90-192&508_530&615-523&613_202&613_205&506_526&506-0_0_18_17_27_26_32-146-161.jpg,皖AUT328,皖AUT328,皖AUT328,True,0.8426,True,True,1.0,1.0,same,"[186, 508, 538, 609]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0331561302682-90_90-192&508_530&615-523&613_202&613_205&506_526&506-0_0_18_17_27_26_32-146-161.jpg
0331561302682-91_87-175&454_485&562-482&562_180&558_183&458_485&462-0_0_27_27_30_21_24-128-62.jpg,皖A336X0,皖A336X0,皖A336X0,True,0.8493,True,True,1.0,1.0,same,"[165, 459, 492, 563]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0331561302682-91_87-175&454_485&562-482&562_180&558_183&458_485&462-0_0_27_27_30_21_24-128-62.jpg
0331896551724-103_70-373&509_618&635-631&644_385&592_371&500_617&552-0_0_20_27_28_27_7-105-45.jpg,皖AW343H,皖AW343H,皖AW343H,True,0.8589,True,True,1.0,1.0,same,"[366, 502, 641, 647]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0331896551724-103_70-373&509_618&635-631&644_385&592_371&500_617&552-0_0_20_27_28_27_7-105-45.jpg
0332064176245-88_88-313&329_621&434-608&424_330&454_332&352_610&322-0_0_8_25_29_31_2-145-87.jpg,皖AJ157C,皖AJ157C,皖AJ157C,True,0.8624,True,True,1.0,1.0,same,"[309, 325, 619, 457]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0332064176245-88_88-313&329_621&434-608&424_330&454_332&352_610&322-0_0_8_25_29_31_2-145-87.jpg
0332159961686-128_50-233&321_389&540-390&557_227&416_233&310_396&451-0_0_33_33_1_30_30-72-35.jpg,皖A99B66,皖A99B66,皖A99B66,True,0.8345,True,True,1.0,1.0,same,"[219, 320, 411, 559]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0332159961686-128_50-233&321_389&540-390&557_227&416_233&310_396&451-0_0_33_33_1_30_30-72-35.jpg
0332183908046-91_86-211&396_536&504-542&496_216&507_216&393_542&382-0_0_3_27_31_25_2-168-118.jpg,皖AD371C,皖AD371C,皖AD371C,True,0.8489,True,True,1.0,1.0,same,"[191, 388, 553, 503]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0332183908046-91_86-211&396_536&504-542&496_216&507_216&393_542&382-0_0_3_27_31_25_2-168-118.jpg
0332590996169-90_88-184&468_540&583-538&580_178&583_180&470_540&467-0_0_0_33_28_33_10-113-18.jpg,皖AA949L,皖AA949L,皖AA949L,True,0.856,True,True,1.0,1.0,same,"[158, 465, 551, 587]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0332590996169-90_88-184&468_540&583-538&580_178&583_180&470_540&467-0_0_0_33_28_33_10-113-18.jpg
033279454023-90_86-203&453_553&552-551&566_212&566_211&452_550&452-0_0_6_32_24_26_6-66-82.jpg,皖AG802G,皖AG802G,皖AG802G,True,0.8596,True,True,1.0,1.0,same,"[191, 449, 565, 573]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\033279454023-90_86-203&453_553&552-551&566_212&566_211&452_550&452-0_0_6_32_24_26_6-66-82.jpg
0332974137931-111_55-244&458_475&621-483&623_251&533_223&441_455&531-0_0_29_30_16_31_27-124-59.jpg,皖A56S73,皖A56S73,皖A56S73,True,0.8551,True,True,1.0,1.0,same,"[222, 447, 483, 619]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0332974137931-111_55-244&458_475&621-483&623_251&533_223&441_455&531-0_0_29_30_16_31_27-124-59.jpg
0333273467433-89_91-195&483_525&603-548&589_211&608_204&495_541&476-0_0_1_4_25_24_27-193-65.jpg,皖ABE103,皖ABE103,皖ABE103,True,0.8547,True,True,1.0,1.0,same,"[190, 482, 552, 604]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0333273467433-89_91-195&483_525&603-548&589_211&608_204&495_541&476-0_0_1_4_25_24_27-193-65.jpg
0333405172414-93_79-320&430_650&563-642&558_314&533_303&433_631&458-0_0_17_6_26_28_30-134-102.jpg,皖ATG246,皖ATG246,皖ATG246,True,0.8518,True,True,1.0,1.0,same,"[290, 434, 653, 563]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0333405172414-93_79-320&430_650&563-642&558_314&533_303&433_631&458-0_0_17_6_26_28_30-134-102.jpg
033441091954-90_92-168&469_482&574-487&581_171&591_190&469_506&459-0_0_15_24_25_30_6-114-123.jpg,皖AR016G,皖AR016G,皖AR016G,True,0.8666,True,True,1.0,1.0,same,"[147, 461, 504, 596]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\033441091954-90_92-168&469_482&574-487&581_171&591_190&469_506&459-0_0_15_24_25_30_6-114-123.jpg
033441091954-95_83-137&503_448&615-454&622_139&580_127&492_442&534-0_0_17_19_24_33_26-61-22.jpg,皖ATV092,皖ATV092,皖ATV092,True,0.8474,True,True,1.0,1.0,same,"[118, 496, 458, 618]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\033441091954-95_83-137&503_448&615-454&622_139&580_127&492_442&534-0_0_17_19_24_33_26-61-22.jpg
0334482758621-90_87-252&487_576&606-564&621_249&607_265&485_580&499-0_0_2_30_10_31_30-123-72.jpg,皖AC6L76,皖AC6L76,皖AC6L76,True,0.8552,True,True,1.0,1.0,same,"[226, 487, 582, 620]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0334482758621-90_87-252&487_576&606-564&621_249&607_265&485_580&499-0_0_2_30_10_31_30-123-72.jpg
03344947318-90_86-139&491_484&600-471&599_135&603_133&491_469&487-0_0_11_11_31_28_31-190-25.jpg,皖AMM747,皖AMM747,皖AMM747,True,0.851,True,True,1.0,1.0,same,"[117, 487, 481, 605]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\03344947318-90_86-139&491_484&600-471&599_135&603_133&491_469&487-0_0_11_11_31_28_31-190-25.jpg
0334662356322-103_68-273&530_521&674-523&676_275&617_258&526_506&585-0_0_9_18_27_25_30-82-41.jpg,皖AKU316,皖AKU316,皖AKU316,True,0.86,True,True,1.0,1.0,same,"[255, 528, 534, 677]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0334662356322-103_68-273&530_521&674-523&676_275&617_258&526_506&585-0_0_9_18_27_25_30-82-41.jpg
0335404693486-98_81-190&475_476&602-468&613_200&555_191&461_459&519-0_0_4_31_30_31_7-38-11.jpg,皖AE767H,皖AE767H,皖AE767H,True,0.845,True,True,1.0,1.0,same,"[177, 466, 481, 605]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0335404693486-98_81-190&475_476&602-468&613_200&555_191&461_459&519-0_0_4_31_30_31_7-38-11.jpg
0335416666667-91_95-179&482_521&582-526&584_193&582_192&485_525&487-0_0_25_27_32_25_31-117-15.jpg,皖A13817,皖A13817,皖A13817,True,0.8548,True,True,1.0,1.0,same,"[170, 481, 539, 588]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0335416666667-91_95-179&482_521&582-526&584_193&582_192&485_525&487-0_0_25_27_32_25_31-117-15.jpg
0335560344828-91_80-177&383_548&469-553&482_195&486_195&377_553&373-0_0_26_6_26_33_33-154-75.jpg,皖A2G299,皖A2G299,皖A2G299,True,0.8474,True,True,1.0,1.0,same,"[176, 371, 565, 493]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0335560344828-91_80-177&383_548&469-553&482_195&486_195&377_553&373-0_0_26_6_26_33_33-154-75.jpg
0335632183908-112_65-303&421_521&595-525&617_294&502_294&397_525&512-0_0_21_23_32_33_32-139-69.jpg,皖AXZ898,皖AXZ898,皖AXZ898,True,0.8549,True,True,1.0,1.0,same,"[289, 413, 537, 605]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0335632183908-112_65-303&421_521&595-525&617_294&502_294&397_525&512-0_0_21_23_32_33_32-139-69.jpg
0335775862069-84_100-295&341_543&469-549&426_303&473_311&369_557&322-0_0_3_6_32_27_29-130-53.jpg,皖ADG835,皖ADG835,皖ADG835,True,0.8633,True,True,1.0,1.0,same,"[283, 330, 560, 477]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0335775862069-84_100-295&341_543&469-549&426_303&473_311&369_557&322-0_0_3_6_32_27_29-130-53.jpg
033591954023-89_88-158&482_527&584-508&576_167&587_164&488_505&477-0_0_19_31_11_31_31-124-128.jpg,皖AV7M77,皖AV7M77,皖AV7M77,True,0.8431,True,True,1.0,1.0,same,"[144, 480, 518, 586]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\033591954023-89_88-158&482_527&584-508&576_167&587_164&488_505&477-0_0_19_31_11_31_31-124-128.jpg
0336733716476-91_85-337&514_676&618-656&618_334&612_348&517_670&523-0_0_21_31_5_26_32-136-120.jpg,皖AX7F28,皖AX7F28,皖AX7F28,True,0.837,True,True,1.0,1.0,same,"[321, 515, 673, 619]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0336733716476-91_85-337&514_676&618-656&618_334&612_348&517_670&523-0_0_21_31_5_26_32-136-120.jpg
0336757662835-93_81-255&399_562&527-567&527_267&490_255&394_555&431-0_0_19_4_31_33_25-120-82.jpg,皖AVE791,皖AVE791,皖AVE791,True,0.8567,True,True,1.0,1.0,same,"[248, 394, 571, 529]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0336757662835-93_81-255&399_562&527-567&527_267&490_255&394_555&431-0_0_19_4_31_33_25-120-82.jpg
0336889367816-81_99-208&440_492&571-491&521_203&576_212&482_500&427-0_0_22_4_26_33_24-150-28.jpg,皖AYE290,皖AYE290,皖AYE290,True,0.8542,True,True,1.0,1.0,same,"[186, 431, 508, 577]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0336889367816-81_99-208&440_492&571-491&521_203&576_212&482_500&427-0_0_22_4_26_33_24-150-28.jpg
0337164750958-92_80-218&419_575&539-598&539_231&517_212&413_579&435-0_0_21_33_33_31_12-103-36.jpg,皖AX997N,皖AX997N,皖AX997N,True,0.8485,True,True,1.0,1.0,same,"[203, 413, 606, 542]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0337164750958-92_80-218&419_575&539-598&539_231&517_212&413_579&435-0_0_21_33_33_31_12-103-36.jpg
0337607758621-85_94-199&496_476&632-463&596_208&632_219&509_474&473-0_0_24_25_25_0_32-115-71.jpg,皖A011A8,皖A011A8,皖A011A8,True,0.8713,True,True,1.0,1.0,same,"[182, 481, 475, 638]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0337607758621-85_94-199&496_476&632-463&596_208&632_219&509_474&473-0_0_24_25_25_0_32-115-71.jpg
0337643678161-95_83-277&407_565&522-566&521_282&488_275&399_559&432-0_0_12_30_29_32_20-147-110.jpg,皖AN658W,皖AN658W,皖AN658W,True,0.8498,True,True,1.0,1.0,same,"[267, 401, 572, 524]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0337643678161-95_83-277&407_565&522-566&521_282&488_275&399_559&432-0_0_12_30_29_32_20-147-110.jpg
0337679597702-83_97-301&394_565&521-556&487_315&528_329&425_570&384-0_0_33_25_29_32_24-188-61.jpg,皖A91580,皖A91580,皖A91580,True,0.858,True,True,1.0,1.0,same,"[296, 394, 570, 530]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0337679597702-83_97-301&394_565&521-556&487_315&528_329&425_570&384-0_0_33_25_29_32_24-188-61.jpg
0337883141762-89_85-214&473_548&587-552&592_210&591_214&474_556&475-0_11_9_32_32_26_24-156-208.jpg,皖MK8820,皖MK8820,皖MK8820,True,0.8645,True,True,1.0,1.0,same,"[187, 472, 565, 593]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0337883141762-89_85-214&473_548&587-552&592_210&591_214&474_556&475-0_11_9_32_32_26_24-156-208.jpg
0337931034483-90_84-143&492_490&592-507&599_153&606_153&486_507&479-0_0_10_27_32_29_22-161-132.jpg,皖AL385Y,皖AL385Y,皖AL385Y,True,0.8472,True,True,1.0,1.0,same,"[134, 489, 510, 594]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0337931034483-90_84-143&492_490&592-507&599_153&606_153&486_507&479-0_0_10_27_32_29_22-161-132.jpg
0337931034483-90_88-212&378_556&492-563&491_222&489_225&382_566&384-0_0_6_33_16_26_30-87-149.jpg,皖AG9S26,皖AG9S26,皖AG9S26,True,0.8486,True,True,1.0,1.0,same,"[204, 380, 574, 496]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0337931034483-90_88-212&378_556&492-563&491_222&489_225&382_566&384-0_0_6_33_16_26_30-87-149.jpg
0337931034483-90_90-180&462_483&574-488&550_200&566_201&464_489&448-0_0_26_27_28_12_29-55-37.jpg,皖A234N5,皖A234N5,皖A234N5,True,0.8613,True,True,1.0,1.0,same,"[177, 451, 500, 572]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0337931034483-90_90-180&462_483&574-488&550_200&566_201&464_489&448-0_0_26_27_28_12_29-55-37.jpg
0338541666667-90_87-170&530_539&629-529&636_186&633_188&519_531&522-0_10_31_9_32_31_30-133-26.jpg,皖L7K876,皖L7K876,皖L7K876,True,0.846,True,True,1.0,1.0,same,"[170, 523, 538, 635]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0338541666667-90_87-170&530_539&629-529&636_186&633_188&519_531&522-0_10_31_9_32_31_30-133-26.jpg
033912835249-94_76-193&411_504&529-517&549_189&502_180&401_508&448-0_0_22_7_27_24_29-82-115.jpg,皖AYH305,皖AYH305,皖AYH305,True,0.8597,True,True,1.0,1.0,same,"[170, 409, 516, 538]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\033912835249-94_76-193&411_504&529-517&549_189&502_180&401_508&448-0_0_22_7_27_24_29-82-115.jpg
0339188218391-107_65-191&468_421&633-429&647_203&564_192&465_418&548-0_0_16_31_16_26_33-133-67.jpg,皖AS7S29,皖AS7S29,皖AS7S29,True,0.8623,True,True,1.0,1.0,same,"[192, 470, 439, 643]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0339188218391-107_65-191&468_421&633-429&647_203&564_192&465_418&548-0_0_16_31_16_26_33-133-67.jpg
0339439655172-88_92-235&529_512&631-513&619_236&645_245&539_522&513-0_0_3_31_25_31_21-148-48.jpg,皖AD717X,皖AD717X,皖AD717X,True,0.8595,True,True,1.0,1.0,same,"[216, 521, 527, 649]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0339439655172-88_92-235&529_512&631-513&619_236&645_245&539_522&513-0_0_3_31_25_31_21-148-48.jpg
